path,label,seriesuid
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286_2595_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468_205280_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.190937805243443708408459490152_167144_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.190937805243443708408459490152
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685_228177_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551_365774_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596_244337_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111_340885_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500_47054_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069_109593_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228_8693_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868_377702_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129_232904_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545_27403_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500_47418_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766_20959_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.219281726101239572270900838145_220499_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.219281726101239572270900838145
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333_139820_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831_22949_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194_242424_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.230675342744370103160629638194
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633_61855_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.339546614783708685476232944897_422034_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.339546614783708685476232944897
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704_340666_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532_67545_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235_134833_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.390009458146468860187238398197_429357_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.390009458146468860187238398197
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732_275795_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_220980_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907_316650_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334_80134_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.259124675432205040899951626253_290765_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.259124675432205040899951626253
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599_295242_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.254929810944557499537650429296_282998_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.254929810944557499537650429296
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732_276145_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.613212850444255764524630781782_76417_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.613212850444255764524630781782
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411_70430_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290_306923_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071_350672_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517_214603_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734_335305_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866_184099_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953_49949_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592_170532_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266_280681_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.254138388912084634057282064266
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334_80451_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950_53778_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531_53978_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.233652865358649579816568545171_247838_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.233652865358649579816568545171
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734_335350_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176_218499_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.311476128731958142981941696518_375077_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.311476128731958142981941696518
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179_304645_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.233001470265230594739708503198_246849_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.233001470265230594739708503198
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359_154582_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_188566_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668_66485_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_255452_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556_269398_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391_36127_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418_232201_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872_12478_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757_290341_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488_265206_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403_219458_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.219254430927834326484477690403
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282_336133_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.291156498203266896953765649282
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_163558_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427_254884_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.239358021703233250639913775427
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819_99651_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602_411171_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534_350185_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.299806338046301317870803017534
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488_264980_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.339546614783708685476232944897_422050_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.339546614783708685476232944897
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038_368965_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_215951_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959_286299_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.209269973797560820442292189762_201977_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.209269973797560820442292189762
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_79705_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_131385_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008_430717_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.178391668569567816549737454720_145835_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.178391668569567816549737454720
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264_125179_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.228511122591230092662900221600_236725_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.228511122591230092662900221600
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_44879_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301_169361_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391_35984_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129_233545_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_22656_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111_341053_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321_392020_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_40558_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742_207268_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228_8681_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509_88224_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213_105453_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594_231554_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.251215764736737018371915284679_276534_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.251215764736737018371915284679
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325_384850_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.146987333806092287055399155268_88983_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.146987333806092287055399155268
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217_7895_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179_222309_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.336102335330125765000317290445_413175_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.336102335330125765000317290445
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823_312399_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_324434_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296_254493_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_371402_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641_356014_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296_328645_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599_295369_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826_214849_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565_42927_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470_38979_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.392861216720727557882279374324_430004_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.392861216720727557882279374324
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623_294446_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_10951_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896_272384_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512_194655_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029_149346_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819_280182_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907_245173_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.232011770495640253949434620907
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047_237234_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156_58041_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_160513_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831_340250_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236_174100_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907_316330_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680_314320_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975_179493_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532_193860_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.204287915902811325371247860532
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.139595277234735528205899724196_72719_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.139595277234735528205899724196
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948_246048_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224_51466_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514_47691_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531_236199_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474_388877_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094_17816_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131_369981_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819_280573_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367_258501_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692_224333_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.214252223927572015414741039150_209543_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.214252223927572015414741039150
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055_93692_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_147743_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377_318430_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415_77244_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881_227728_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.223650122819238796121876338881
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226152078193253087875725735761_230689_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.226152078193253087875725735761
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986_355489_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_123015_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_52658_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225
